sim,year,cx,cy,cz,volume,mass_kg
710,120,5063.6,2544.86,668.28,8730540.0,60144644.508
710,150,5071.14,2544.24,647.46,10185630.0,73735122.941
710,200,5090.62,2544.0,625.3,12610780.0,96371936.63
711,20,5050.0,2550.0,632.94,1940120.0,10549247.717
711,30,5056.93,2550.0,654.48,2910180.0,25603418.659
711,40,5068.73,2548.87,627.65,6305390.0,41655387.185
711,50,5087.48,2548.06,614.42,7275450.0,57970122.079
711,60,5111.06,2550.16,611.73,10673110.0,73240343.088
711,80,5146.63,2546.7,608.13,15040830.0,101176504.37
711,100,5176.2,2544.89,608.27,17465980.0,127563245.66
711,120,5213.52,2546.83,610.19,20378610.0,151639399.05
711,150,5256.8,2544.12,615.13,23288790.0,184597951.72
711,200,5335.75,2542.21,619.47,26684000.0,238435657.01
712,60,5050.0,2550.0,981.67,970060.0,29772446.995
712,80,5050.0,2550.0,1003.91,1455090.0,41427096.234
712,100,5050.0,2550.0,1003.66,1455090.0,52492924.813
712,120,5050.0,2550.0,981.38,970060.0,62710903.55
712,150,5050.0,2550.0,958.5,485030.0,76856580.882
713,200,5050.0,2550.0,1341.48,464840.0,17221085.829
714,30,5050.0,2550.0,1201.02,485030.0,12706552.479
714,40,5050.0,2550.0,1247.55,1182290.0,20564641.028
714,50,5050.0,2550.0,1247.47,1182290.0,28515291.892
714,60,5050.0,2550.0,1247.38,1182290.0,36063421.544
714,80,5050.0,2533.03,1235.19,1667320.0,50103668.604
714,100,5050.0,2521.96,1228.18,1667320.0,63419766.8
714,120,5055.54,2516.24,1225.38,2152350.0,75684366.381
714,150,5062.52,2495.56,1220.61,2637380.0,92622842.912
714,200,5070.83,2475.8,1216.14,3122410.0,120699790.56
715,20,5050.0,2550.0,688.79,2910180.0,33025875.908
715,30,5034.46,2550.0,590.46,6795320.0,78489062.53
715,40,5031.81,2550.0,567.63,9705500.0,127821460.61
715,50,5050.02,2548.57,570.58,15040830.0,178305003.73
715,60,5070.05,2548.71,572.78,17465980.0,224518909.44
715,80,5105.58,2546.14,576.69,23286340.0,306876314.23
715,100,5128.68,2544.11,577.24,26198970.0,384165253.99
715,120,5139.79,2542.75,577.02,23776270.0,453657209.54
715,150,5128.69,2545.55,574.49,20866090.0,547470092.88
715,200,5051.9,2550.0,567.06,13105610.0,697234546.18
716,20,5032.83,2550.0,1073.63,2910180.0,43388437.13
716,30,4938.68,2500.12,1029.74,5820360.0,100460360.91
716,40,4924.98,2435.47,987.49,11155690.0,162614765.09
716,50,4948.15,2384.28,958.34,15035930.0,226306235.82
716,60,4978.79,2345.58,931.91,21826350.0,284346400.57
716,80,5031.57,2271.95,830.65,33979050.0,387220630.76
716,100,5077.05,2228.48,739.43,46141550.0,483635496.43
716,120,5113.0,2210.09,697.68,58304050.0,570062739.01
716,150,5159.19,2212.98,710.68,66561810.0,686403089.74
716,200,5222.06,2229.48,747.95,68002200.0,871256581.51
717,20,5050.0,2550.0,1297.04,2344390.0,42809089.53
717,30,5052.67,2550.0,1189.23,5254570.0,99280528.592
717,40,5060.23,2550.0,1080.06,9619840.0,160770572.31
717,50,5068.83,2550.0,1011.54,13500080.0,223777279.65
717,60,5077.4,2549.97,996.71,16895290.0,281205580.17
717,80,5094.57,2549.97,1013.87,19300250.0,383020959.55
717,100,5101.11,2549.24,1028.55,20209740.0,478449359.02
717,120,5103.59,2549.06,1041.47,18754650.0,564004326.19
717,150,5103.64,2548.83,1058.42,18249430.0,679185903.3
717,200,5101.25,2547.78,1077.71,18906310.0,862238371.99
718,30,5050.0,2550.0,1241.94,2364580.0,20626740.304
718,40,5050.0,2550.0,1242.91,2364580.0,33506043.29
718,50,5042.19,2542.03,1222.33,3334640.0,46578120.845
718,60,5032.45,2533.78,1206.89,3819670.0,58866919.756
718,80,5031.24,2502.45,1190.06,5274760.0,81464275.62
718,100,5032.88,2479.82,1179.58,6729850.0,102835356.06
718,120,5043.45,2455.81,1170.79,7699910.0,122391490.35
718,150,5059.2,2432.49,1162.05,8669970.0,149235586.03
718,200,5090.06,2396.68,1152.72,10610090.0,193283564.69
719,50,5050.0,2550.0,375.61,487480.0,5980580.3398
719,60,5050.0,2550.0,375.61,487480.0,7579448.8885
719,80,5050.0,2550.0,375.61,487480.0,10663656.875
719,100,5050.0,2550.0,375.61,487480.0,13615345.821
719,120,5050.0,2550.0,375.61,487480.0,16390954.195
719,150,5050.0,2550.0,375.61,487480.0,20299414.773
719,200,5050.0,2550.0,375.61,487480.0,26990801.979
720,30,5050.0,2550.0,448.58,1947470.0,6581332.4889
720,40,5050.0,2550.0,458.84,2434950.0,10597613.197
720,50,5050.0,2550.0,471.59,2434950.0,14643422.209
720,60,5050.0,2550.0,438.35,3409910.0,18536269.103
720,80,5061.36,2550.0,396.42,6334790.0,25890847.403
720,100,5065.32,2550.0,370.6,7309750.0,32893055.261
720,120,5070.47,2550.0,368.68,7797230.0,39399594.761
720,150,5089.25,2550.0,382.09,9747150.0,48460498.474
720,200,5102.5,2550.0,383.93,10722110.0,63688034.323
721,30,5050.0,2550.0,842.07,2425150.0,12376480.352
721,40,5050.0,2550.0,843.61,2425150.0,20026386.333
721,50,5050.0,2550.0,833.39,2910180.0,27765063.78
721,60,5050.0,2550.0,777.37,4365270.0,35115886.63
721,80,5050.0,2550.0,651.41,6802670.0,48797648.387
721,100,5052.7,2550.0,525.33,10215030.0,61775753.28
721,120,5057.15,2550.15,424.83,13677390.0,73733271.417
721,150,5071.18,2550.12,412.8,17627230.0,90253125.212
721,200,5087.89,2550.25,405.33,19627150.0,117651253.99
722,80,5050.0,2550.0,417.15,1462440.0,5312553.6434
722,100,5050.0,2550.0,438.44,1949920.0,6809824.9533
722,120,5050.0,2550.0,451.56,2434950.0,8231050.257
722,150,5050.0,2550.0,459.25,2434950.0,10249844.397
722,200,5050.0,2550.0,425.53,3409910.0,13756867.01
723,120,5050.0,2550.0,1201.02,485030.0,14921243.874
723,150,5050.0,2550.0,1221.88,949870.0,18492993.621
723,200,5050.0,2550.0,1221.17,949870.0,24620093.856
724,30,5050.0,2550.0,777.61,1940120.0,19568137.972
724,40,5050.0,2550.0,790.6,2425150.0,31773971.637
724,50,5068.8,2550.0,790.44,3880240.0,44158304.16
724,60,5077.46,2550.0,794.13,4365270.0,55813004.718
724,80,5103.09,2550.0,790.2,5820360.0,77271142.528
724,100,5126.76,2550.0,789.25,7275450.0,97571092.711
724,120,5141.17,2550.0,788.47,7760480.0,116160168.03
724,150,5172.92,2550.0,780.54,9215570.0,141693787.36
724,200,5213.49,2550.0,771.73,10185630.0,183637557.59
725,20,5050.0,2550.0,488.4,2432500.0,10716933.338
725,30,5050.0,2550.0,456.46,2432500.0,26011828.114
725,40,5051.09,2558.26,468.15,3894940.0,42324544.679
725,50,5062.45,2591.31,480.74,5357380.0,58905961.861
725,60,5086.38,2617.43,489.13,6332340.0,74420829.014
725,80,5120.86,2643.56,498.97,6819820.0,102793905.6
725,100,5126.14,2655.65,503.95,6819820.0,129590846.9
725,120,5128.12,2661.39,506.29,8282260.0,154036112.52
725,150,5129.71,2664.72,507.78,8282260.0,187493272.1
725,200,5133.43,2665.32,508.48,16547370.0,242127421.06
726,20,5050.0,2550.0,570.48,485030.0,6021068.3324
726,30,5050.0,2550.0,563.74,2917530.0,14570408.161
726,40,5054.97,2550.0,472.79,5354930.0,23605959.697
726,50,5062.28,2549.73,428.43,7792330.0,32756139.346
726,60,5073.98,2549.5,406.45,10229730.0,41418927.493
726,80,5102.28,2549.27,394.44,13154610.0,57480386.423
726,100,5119.83,2549.0,386.62,14129570.0,72701229.799
726,120,5142.36,2548.72,386.57,16566970.0,86694451.656
726,150,5167.44,2548.66,389.08,19491850.0,105986962.86
726,200,5188.08,2548.56,398.04,21924350.0,137874492.86
727,30,5050.0,2550.0,521.85,487480.0,6276896.0186
727,40,5050.0,2550.0,609.29,2427600.0,10103722.821
727,50,5050.0,2550.0,612.7,2427600.0,13957449.084
727,60,5050.0,2550.0,594.6,2915080.0,17669066.213
727,80,5050.0,2550.0,559.44,3890040.0,24689097.519
727,100,5050.0,2550.0,546.23,3890040.0,31374642.794
727,120,5052.8,2550.0,544.85,4377520.0,37590894.885
727,150,5053.15,2550.0,546.79,4377520.0,46252711.418
727,200,5053.31,2550.0,546.89,4377520.0,60824005.732
728,20,5050.0,2550.0,842.51,2425150.0,13372288.89
728,30,5050.0,2550.0,798.42,3880240.0,32470938.335
728,40,5051.53,2549.89,684.42,6305390.0,52911911.708
728,50,5063.1,2548.91,643.56,10185630.0,73718675.653
728,60,5079.18,2547.62,625.04,12610780.0,93100203.298
728,80,5099.89,2545.52,608.11,19403650.0,128358586.64
728,100,5123.27,2544.78,598.63,25721290.0,161615186.32
728,120,5148.88,2543.95,592.67,30578940.0,191863599.22
728,150,5182.72,2536.7,584.71,35931420.0,233147647.79
728,200,5245.55,2509.38,567.66,41778730.0,300252162.79
729,40,5050.0,2550.0,758.2,1455090.0,10653959.555
729,50,5050.0,2550.0,790.33,2425150.0,14721693.556
729,60,5050.0,2550.0,788.01,2425150.0,18635215.657
729,80,5050.0,2550.0,788.94,2910180.0,26027936.405
729,100,5050.0,2550.0,775.15,3395210.0,33066242.158
729,120,5050.0,2550.0,755.83,3880240.0,39605861.293
729,150,5050.0,2550.0,728.56,4367720.0,48712227.913
729,200,5054.82,2550.0,702.37,5825260.0,64014480.125
730,30,5050.0,2550.0,696.6,2425150.0,10850452.04
730,40,5050.0,2550.0,696.27,2910180.0,17539331.509
730,50,5050.0,2550.0,647.0,3885140.0,24299960.646
730,60,5050.0,2550.0,599.61,4860100.0,30738978.43
730,80,5055.18,2549.43,561.37,7297500.0,42761026.226
730,100,5061.52,2549.06,544.11,8272460.0,54173578.283
730,120,5063.23,2548.96,544.28,8272460.0,64707247.266
730,150,5068.18,2549.1,548.33,8759940.0,79284158.303
730,200,5074.66,2549.27,558.05,10700060.0,103526589.92
731,200,5050.0,2550.0,862.37,2425150.0,13827259.356
732,60,5050.0,2550.0,1176.22,970060.0,14743663.463
732,80,5050.0,2550.0,1237.67,2364580.0,20631521.2
732,100,5050.0,2550.0,1236.82,2364580.0,26244721.116
732,120,5050.0,2550.0,1236.26,2364580.0,31476483.941
732,150,5050.0,2550.0,1236.68,2364580.0,38782929.562
732,200,5050.0,2550.0,1230.17,2849610.0,51120339.809
733,20,5053.66,2549.63,375.73,5359830.0,14631948.643
733,30,5097.52,2526.44,213.99,16621870.0,35527074.87
733,40,5147.79,2491.74,147.82,33696190.0,57922537.643
733,50,5236.02,2449.4,111.79,49608070.0,80731588.626
733,60,5297.03,2417.39,100.09,63907510.0,101939848.01
733,80,5380.74,2378.84,92.16,82404340.0,140439266.95
733,100,5457.74,2356.11,87.69,97491260.0,176733829.89
733,120,5534.21,2345.49,86.53,109203300.0,209705926.36
733,150,5620.5,2340.82,86.74,119940380.0,254656408.32
733,200,5723.76,2353.05,86.8,134577300.0,327584063.51
734,20,5051.57,2549.6,668.63,9720200.0,71577263.406
734,30,5131.15,2506.47,451.02,28244440.0,152062971.08
734,40,5240.01,2505.91,276.01,68542840.0,240200422.65
734,50,5292.02,2500.67,232.47,102386850.0,330701261.38
734,60,5323.56,2500.11,223.95,116296360.0,412607911.37
734,80,5359.32,2498.67,221.42,135270600.0,556599251.88
734,100,5388.53,2498.99,222.87,155942310.0,691278571.2
734,120,5421.31,2501.45,226.33,171641670.0,811457536.79
734,150,5463.38,2504.7,230.44,193825820.0,972529309.02
734,200,5536.08,2510.64,236.8,233547000.0,1226638996.7
736,30,5050.0,2550.0,542.12,2430050.0,9817876.1556
736,40,5050.0,2550.0,520.93,2430050.0,15857985.995
736,50,5050.0,2550.0,500.12,2430050.0,21958840.333
736,60,5050.0,2550.0,499.36,2430050.0,27781319.283
736,80,5050.0,2550.0,506.34,2430050.0,38677999.386
736,100,5051.49,2550.0,508.25,3402560.0,49028304.315
736,120,5051.9,2549.97,515.63,5827710.0,58594368.353
736,150,5059.81,2550.37,519.73,7770280.0,71848968.243
736,200,5065.6,2549.75,526.71,13595540.0,93938496.431
737,30,5050.0,2550.0,439.28,1949920.0,5360228.9187
737,40,5050.0,2550.0,454.51,2434950.0,8617771.8826
737,50,5050.0,2550.0,431.86,3409910.0,11894692.373
737,60,5050.0,2550.0,358.2,4872350.0,15060979.762
737,80,5060.48,2548.76,140.73,11947070.0,21071933.505
737,100,5075.53,2546.35,105.49,15221950.0,26801780.339
737,120,5084.57,2545.89,94.17,19909270.0,32140750.43
737,150,5096.16,2542.69,86.29,20984230.0,39594942.85
737,200,5113.06,2541.86,80.04,26109030.0,52176280.242
739,20,5065.81,2563.66,1057.15,3395210.0,62923487.231
739,30,5109.47,2596.45,1028.54,5820360.0,137270816.07
739,40,5144.23,2631.29,1020.02,9700600.0,218582718.2
739,50,5181.62,2653.35,1015.46,12125750.0,302036069.2
739,60,5217.1,2663.24,1009.83,14550900.0,377684102.04
739,80,5276.13,2664.54,979.58,21826350.0,510924872.67
739,100,5312.46,2660.14,957.38,27646710.0,635606690.66
739,120,5341.2,2658.27,944.55,30556890.0,746981554.8
739,150,5346.21,2656.91,925.77,38809750.0,896403444.43
739,200,5314.05,2648.65,868.81,54367460.0,1132522026.4
740,200,5050.0,2550.0,805.34,1455090.0,10496857.632
741,80,5050.0,2550.0,1152.52,485030.0,14106747.168
741,100,5050.0,2550.0,1217.96,1899740.0,17983121.662
741,120,5050.0,2550.0,1202.13,2384770.0,21614569.993
741,150,5050.0,2550.0,1203.62,2384770.0,26710301.008
741,200,5050.0,2550.0,1205.19,2384770.0,35383417.289
742,100,5050.0,2550.0,1079.02,970060.0,13332435.601
742,120,5050.0,2550.0,1102.05,1455090.0,16052311.437
742,150,5050.0,2550.0,1102.07,1455090.0,19883304.38
742,200,5050.0,2550.0,1102.22,1455090.0,26444963.453
743,60,5050.0,2550.0,1055.51,485030.0,12769798.77
743,80,5050.0,2550.0,1142.23,2404960.0,17890168.841
743,100,5050.0,2550.0,1141.71,2404960.0,22775749.151
743,120,5050.0,2550.0,1141.54,2404960.0,27338057.057
743,150,5050.0,2550.0,1140.99,2404960.0,33720966.951
743,200,5050.0,2535.42,1125.19,2889990.0,44531082.473
744,30,5050.0,2550.0,1274.89,2111970.0,17704569.238
744,40,5050.0,2550.0,1273.72,2111970.0,28726333.411
744,50,5050.0,2550.0,1277.04,2111970.0,39902061.451
744,60,5050.0,2550.0,1261.32,2597000.0,50440730.965
744,80,5050.0,2550.0,1225.72,3567060.0,69890186.281
744,100,5058.61,2550.0,1204.82,5446610.0,88300667.348
744,120,5063.11,2550.0,1189.62,6649090.0,105182128.7
744,150,5066.83,2550.0,1172.72,7619150.0,128399511.09
744,200,5079.73,2550.0,1156.75,9983730.0,166618258.39
745,30,5050.0,2550.0,555.62,2430050.0,8930484.672
745,40,5050.0,2550.0,555.99,2917530.0,14414132.566
745,50,5050.0,2550.0,481.25,4379970.0,19949435.991
745,60,5053.19,2550.67,428.43,6329890.0,25242381.418
745,80,5069.21,2555.63,380.34,7304850.0,35170261.986
745,100,5081.65,2559.78,352.21,11692170.0,44605583.218
745,120,5098.34,2564.45,333.86,15592010.0,53337097.253
745,150,5117.39,2568.85,318.35,18511990.0,65449809.655
745,200,5154.49,2573.49,286.52,27331730.0,85676399.786
746,30,5050.0,2550.0,1172.51,1919930.0,14802370.496
746,40,5050.0,2550.0,1158.03,2404960.0,23984670.757
746,50,5050.0,2550.0,1158.84,2404960.0,33284419.119
746,60,5050.0,2550.0,1133.2,2889990.0,42085983.784
746,80,5060.39,2549.96,1105.5,4830110.0,58398638.417
746,100,5060.07,2550.39,1086.01,5315140.0,73856099.148
746,120,5067.77,2548.17,1074.45,6285200.0,88063844.749
746,150,5080.99,2545.38,1065.33,6770230.0,107648217.23
746,200,5105.93,2540.07,1054.15,9195380.0,140007458.34
747,30,5050.0,2550.0,635.91,1940120.0,7912363.3081
747,40,5050.0,2550.0,652.4,2425150.0,12758952.724
747,50,5050.0,2550.0,640.97,2912630.0,17647236.198
747,60,5050.0,2550.0,619.35,3400110.0,22333047.468
747,80,5052.65,2550.0,584.7,4862550.0,31147316.039
747,100,5056.1,2550.0,572.91,5350030.0,39530222.135
747,120,5057.3,2550.0,573.8,5350030.0,47300454.113
747,150,5057.76,2550.0,576.32,5350030.0,58096087.483
747,200,5069.16,2547.35,573.44,7295050.0,76169092.341
748,20,5065.71,2542.24,266.21,7794780.0,20736009.585
748,30,5224.05,2539.58,129.21,25644060.0,50202439.233
748,40,5246.05,2475.66,108.83,38868540.0,81956912.725
748,50,5226.69,2419.1,100.56,51068060.0,114366736.92
748,60,5222.69,2395.63,97.11,59117740.0,144294526.06
748,80,5226.28,2377.73,94.77,65417500.0,198181275.93
748,100,5228.66,2370.38,93.81,67179940.0,248880027.43
748,120,5230.0,2363.83,93.82,70792300.0,294727605.19
748,150,5230.45,2360.73,94.51,75714650.0,356960785.41
748,200,5232.31,2354.26,95.1,81174480.0,457209353.29
749,20,5050.0,2550.0,1293.69,1859360.0,31484489.576
749,30,5065.05,2550.0,1289.67,3253880.0,75064332.042
749,40,5068.34,2549.21,1276.82,3951140.0,122321217.94
750,80,5050.0,2550.0,1025.94,1940120.0,15844298.876
750,100,5050.0,2550.0,1039.33,2425150.0,20184944.759
750,120,5050.0,2550.0,1038.19,2425150.0,24244990.303
750,150,5050.0,2550.0,1037.13,2425150.0,29933857.205
750,200,5050.0,2550.0,1019.63,2425150.0,39593026.282
751,80,5050.0,2550.0,714.05,1455090.0,9006188.4595
751,100,5050.0,2550.0,684.73,2425150.0,11510054.076
751,120,5050.0,2550.0,689.62,2425150.0,13869910.553
751,150,5050.0,2550.0,684.21,2425150.0,17199960.259
751,200,5050.0,2550.0,643.13,2912630.0,22921282.678
752,20,5050.0,2550.0,890.98,2425150.0,30568807.268
752,30,5061.51,2550.0,836.52,6305390.0,73011390.2
752,40,5072.66,2546.35,769.09,10185630.0,119015672.5
752,50,5095.08,2545.14,746.3,14068320.0,166073917.19
752,60,5120.82,2546.45,746.77,17951010.0,209211556.26
752,80,5170.22,2547.37,767.13,21831250.0,286212645.26
752,100,5201.46,2547.54,777.84,23286340.0,358503951.49
752,120,5239.86,2547.43,796.34,23286340.0,423561794.66
752,150,5252.87,2547.14,816.36,21831250.0,511465016.73
752,200,5221.4,2546.66,836.69,17951010.0,651995550.4
753,20,5050.0,2550.0,953.47,2425150.0,32436393.929
753,30,5055.81,2549.99,839.88,6305390.0,77183971.894
753,40,5079.01,2553.11,793.19,11640720.0,125727577.27
753,50,5090.94,2554.96,758.05,16005990.0,175399172.53
753,60,5109.43,2554.78,742.36,21341320.0,220884244.59
753,80,5132.99,2558.52,736.38,25706590.0,301973414.2
753,100,5162.57,2562.22,735.64,29104250.0,378079225.92
753,120,5187.7,2567.6,741.69,30074310.0,446521822.48
753,150,5227.65,2569.85,753.16,29104250.0,538936611.78
753,200,5213.48,2560.74,778.95,23283890.0,686517705.57
754,10,5050.0,2550.0,708.53,3395210.0,24146429.817
754,20,5101.3,2537.73,590.66,17946110.0,114007538.33
754,30,5167.68,2520.66,580.16,35409640.0,216661899.22
754,40,5231.77,2510.82,570.89,55327720.0,329516232.16
754,50,5286.87,2502.98,557.31,77200620.0,445561262.21
754,60,5332.33,2502.91,540.91,96173140.0,550078406.77
754,80,5403.3,2502.56,507.61,126815780.0,732754170.11
754,100,5454.11,2466.81,468.57,162800370.0,903373249.56
754,120,5502.81,2448.46,448.68,192122490.0,1055132769.1
754,150,5556.37,2426.81,436.06,224902070.0,1257905205.0
754,200,5631.54,2409.15,401.13,296790390.0,1576193994.9
755,20,5050.0,2550.0,1038.05,2425150.0,17167592.441
755,30,5058.19,2550.0,1034.72,2910180.0,41655069.18
755,40,5090.66,2550.0,977.54,4365270.0,67966720.427
755,50,5112.67,2549.29,925.87,6790420.0,94790737.057
755,60,5130.09,2550.42,902.89,9215570.0,119652748.5
755,80,5149.38,2545.4,865.32,13580840.0,164615361.78
755,100,5163.51,2542.23,849.12,17463530.0,206963707.97
755,120,5170.42,2540.07,848.3,17948560.0,245354282.21
755,150,5181.06,2536.65,857.91,20373710.0,297587162.28
755,200,5192.52,2534.04,869.09,22798860.0,382050851.86
756,100,5050.0,2550.0,861.5,485030.0,11878329.343
756,120,5050.0,2550.0,861.5,485030.0,14311088.708
756,150,5050.0,2550.0,861.5,485030.0,17742654.055
756,200,5050.0,2550.0,861.5,485030.0,23634482.305
757,50,5050.0,2550.0,424.36,487480.0,4705337.9053
757,60,5050.0,2550.0,486.82,1947470.0,5965151.8087
757,80,5050.0,2550.0,503.96,2432500.0,8408871.2729
757,100,5050.0,2550.0,514.32,2432500.0,10750837.317
757,120,5050.0,2550.0,496.3,2919980.0,12960145.415
757,150,5052.77,2550.0,457.76,3894940.0,16080428.686
757,200,5053.91,2551.12,410.75,5357380.0,21449059.92
758,120,5050.0,2550.0,1104.01,485030.0,16649618.798
758,150,5050.0,2550.0,1151.28,1455090.0,20617206.403
758,200,5050.0,2550.0,1166.01,1919930.0,27407570.208
759,100,5050.0,2550.0,1194.99,2384770.0,16275892.714
759,120,5050.0,2550.0,1195.22,2384770.0,19573781.771
759,150,5050.0,2550.0,1195.66,2384770.0,24207270.092
759,200,5050.0,2550.0,1196.31,2384770.0,32110193.79
760,80,5050.0,2550.0,573.21,1457540.0,7526540.4768
760,100,5050.0,2550.0,574.95,1457540.0,9628795.1739
760,120,5050.0,2550.0,584.28,1942570.0,11614932.033
760,150,5050.0,2550.0,588.37,2427600.0,14423911.964
760,200,5050.0,2550.0,572.82,2915080.0,19268156.99
761,50,5050.0,2550.0,1198.36,1434900.0,14565567.086
761,60,5050.0,2550.0,1237.07,2364580.0,18437847.988
761,80,5050.0,2550.0,1236.04,2364580.0,25754480.617
761,100,5050.0,2550.0,1235.81,2364580.0,32720775.745
761,120,5050.0,2550.0,1229.92,2364580.0,39194402.912
761,150,5050.0,2550.0,1216.61,2364580.0,48210070.693
761,200,5050.0,2550.0,1197.03,2364580.0,63363255.012
763,20,5050.0,2550.0,941.75,5820360.0,64516853.862
763,30,5076.62,2549.76,672.6,16491020.0,140053209.72
763,40,5123.75,2550.89,623.5,26191620.0,222686554.24
763,50,5170.5,2569.27,608.64,40742520.0,307504068.97
763,60,5220.29,2596.87,600.0,49972790.0,384364340.46
763,80,5311.2,2650.08,587.42,73310580.0,519689011.76
763,100,5412.21,2712.01,559.89,91322840.0,646309120.27
763,120,5494.6,2760.24,530.36,112274680.0,759391627.92
763,150,5685.95,2803.5,431.08,173022740.0,911074053.29
763,200,5991.57,2804.98,329.99,246897810.0,1150685943.9
764,40,5050.0,2550.0,861.5,485030.0,17262457.04
764,50,5050.0,2550.0,926.52,1940120.0,23914354.773
764,60,5050.0,2550.0,945.59,2425150.0,30251851.34
764,80,5050.0,2550.0,943.7,2425150.0,42088774.491
764,100,5050.0,2550.0,942.36,2425150.0,53326627.682
764,120,5069.2,2550.0,939.88,3395210.0,63701250.771
764,150,5072.55,2550.0,939.38,3395210.0,78060926.241
764,200,5077.77,2550.0,926.45,2910180.0,101949973.92
765,20,5050.0,2550.0,1220.42,2364580.0,24599068.998
765,30,5050.0,2550.0,1199.07,3334640.0,59314731.204
765,40,5054.58,2550.0,1155.25,5234380.0,96823530.788
765,50,5055.63,2550.0,1068.65,7639340.0,135144880.27
765,60,5054.66,2550.0,936.37,10554420.0,170415278.22
765,80,5057.01,2549.98,577.52,16604180.0,233674852.01
765,100,5063.11,2549.39,524.79,20041450.0,293134935.08
765,120,5066.41,2549.24,517.84,22958980.0,346788471.49
765,150,5074.45,2549.16,505.25,28396760.0,419466895.84
765,200,5078.85,2548.96,482.29,29002160.0,536143330.09
766,20,5050.0,2550.0,396.59,2437400.0,6213103.0164
766,30,5051.87,2537.62,366.87,3899840.0,15038030.995
766,40,5059.33,2521.61,348.86,6824720.0,24369464.08
766,50,5061.84,2514.49,340.72,9262120.0,33821226.024
766,60,5064.36,2502.23,328.85,12674480.0,42763790.693
766,80,5069.55,2468.63,268.01,19261720.0,59331569.714
766,100,5071.09,2459.97,246.1,27161400.0,75029326.16
766,120,5067.36,2457.46,231.35,31361240.0,89454884.462
766,150,5068.67,2457.23,221.12,36873520.0,109335533.57
766,200,5087.01,2461.07,214.13,44235720.0,142173464.2
767,20,5050.0,2550.0,1102.18,2425150.0,35314932.387
767,30,5052.04,2537.77,924.11,6305390.0,83501338.789
767,40,5056.61,2497.59,854.08,11155690.0,135837263.01
767,50,5064.03,2449.13,810.45,16976050.0,189413162.73
767,60,5085.84,2409.43,755.39,25236260.0,238400822.51
767,80,5143.41,2371.07,586.47,49873510.0,325580500.76
767,100,5167.79,2358.28,526.54,67363260.0,407367126.23
767,120,5176.76,2343.92,511.5,77200610.0,480846276.7
767,150,5190.1,2325.97,508.99,93750430.0,579968915.1
767,200,5206.72,2309.13,507.76,110300250.0,738019049.61
768,20,5050.0,2550.0,1058.03,3395210.0,45511131.393
768,30,5061.87,2548.73,852.79,9700600.0,104735487.12
768,40,5082.38,2552.55,781.58,18433590.0,169272207.26
768,50,5096.45,2547.68,722.25,25723740.0,235419489.47
768,60,5105.74,2538.06,647.67,37386510.0,295652981.59
768,80,5118.08,2542.2,472.9,61783830.0,402320661.57
768,100,5132.75,2558.28,382.73,77678560.0,502269157.55
768,120,5163.34,2558.38,391.59,89703580.0,591819999.62
768,150,5214.63,2529.63,402.21,98261340.0,712308636.31
768,200,5270.54,2504.6,374.72,111430920.0,903606410.04
769,30,5050.0,2550.0,1178.24,970060.0,21514864.678
769,40,5050.0,2550.0,1215.17,1434900.0,34959609.151
769,50,5050.0,2550.0,1216.45,1899740.0,48609281.783
769,60,5050.0,2550.0,1215.3,1899740.0,61430113.94
769,80,5050.0,2550.0,1201.71,2384770.0,84982239.715
769,100,5050.0,2550.0,1191.36,2384770.0,107250777.0
769,120,5061.64,2550.0,1186.52,3354830.0,127616659.64
769,150,5065.39,2550.0,1177.6,2889990.0,155557399.71
769,200,5069.45,2550.0,1172.44,2889990.0,201364504.33
770,30,5050.0,2550.0,1152.8,1455090.0,15358100.248
770,40,5050.0,2550.0,1179.74,2384770.0,24892152.737
770,50,5050.0,2550.0,1176.49,2384770.0,34550471.773
770,60,5050.0,2550.0,1162.43,2869800.0,43684556.905
770,80,5050.0,2550.0,1137.95,3354830.0,60598719.362
770,100,5050.0,2550.0,1116.2,3839860.0,76622691.035
770,120,5059.13,2550.0,1113.22,5274760.0,91343869.723
770,150,5060.24,2555.22,1090.75,6244820.0,111626538.36
770,200,5071.16,2560.42,1067.06,8184940.0,145113755.68
771,20,5055.37,2557.31,1024.17,3880240.0,49178956.582
771,30,5078.85,2569.19,917.1,9215570.0,111950906.7
771,40,5092.96,2573.06,836.37,16976050.0,180417149.37
771,50,5117.17,2572.78,804.0,25221560.0,250616280.21
771,60,5139.92,2571.14,787.79,31041920.0,314465117.25
771,80,5183.14,2568.43,771.22,39287430.0,427378533.12
771,100,5213.32,2565.72,767.83,44137730.0,533143358.76
771,120,5244.68,2563.96,772.21,47047910.0,627832378.97
771,150,5269.86,2561.9,793.58,48503000.0,755140621.93
771,200,5255.87,2567.84,833.89,44137730.0,957022056.21
772,30,5050.0,2550.0,700.29,2425150.0,14493899.054
772,40,5050.0,2550.0,648.4,3885140.0,23481057.554
772,50,5050.0,2550.0,572.43,5347580.0,32581917.448
772,60,5053.77,2550.0,506.29,7784980.0,41198934.775
772,80,5065.46,2549.91,465.53,11684820.0,57177524.363
772,100,5078.37,2549.9,458.55,13147260.0,72320302.954
772,120,5090.45,2549.91,463.57,14122220.0,86242739.173
772,150,5106.24,2549.92,466.63,15097180.0,105438933.1
772,200,5116.17,2549.93,479.12,18009810.0,137170759.17
